"","sampleCode","sampleCode.y","speciesCode","Plot.x","binomial","family","genus","plot_Binomial","Plot.y","Binomial","Abundance"
"PP_Sumpul_34_Cheiloclinium cognatum","MDP0234","MDP0234.mzXML","checog","PP_Sumpul_34","Cheiloclinium cognatum","Celastraceae","Cheiloclinium","PP_Sumpul_34_Cheiloclinium cognatum","PP_Sumpul_34","Cheiloclinium cognatum",14
"PP_Sumpul_34_Coussapoa manuensis","MDP0240","MDP0240.mzXML","cou2man","PP_Sumpul_34","Coussapoa manuensis","Urticaceae","Coussapoa","PP_Sumpul_34_Coussapoa manuensis","PP_Sumpul_34","Coussapoa manuensis",2
"PP_Sumpul_34_Pouteria hispida","MDP0287","MDP0287.mzXML","pou3his","PP_Sumpul_34","Pouteria hispida","Sapotaceae","Pouteria","PP_Sumpul_34_Pouteria hispida","PP_Sumpul_34","Pouteria hispida",9
"PP_Sumpul_34_Garcinia macrophylla","MDP0249","MDP0249.mzXML","garmac","PP_Sumpul_34","Garcinia macrophylla","Clusiaceae","Garcinia","PP_Sumpul_34_Garcinia macrophylla","PP_Sumpul_34","Garcinia macrophylla",81
"PP_Sumpul_34_Cryptocarya RS-7155","MDP0241","MDP0241.mzXML","cryRS7155","PP_Sumpul_34","Cryptocarya RS-7155","Lauraceae","Cryptocarya","PP_Sumpul_34_Cryptocarya RS-7155",NA,NA,NA
"PP_Sumpul_34_Persea subcordata","MDP0282","MDP0282.mzXML","per6sub","PP_Sumpul_34","Persea subcordata","Lauraceae","Persea","PP_Sumpul_34_Persea subcordata","PP_Sumpul_34","Persea subcordata",1
"PP_Sumpul_34_Ficus americana","MDP0248","MDP0248.mzXML","ficame","PP_Sumpul_34","Ficus americana","Moraceae","Ficus","PP_Sumpul_34_Ficus americana","PP_Sumpul_34","Ficus americana",1
"PP_Sumpul_34_Clarisia biflora","MDP0236","MDP0236.mzXML","cla1bif","PP_Sumpul_34","Clarisia biflora","Moraceae","Clarisia","PP_Sumpul_34_Clarisia biflora","PP_Sumpul_34","Clarisia biflora",2
"PP_Tapuri_45_Meliosma petalodentata","MDP0610","MDP0610.mzXML","melpet","PP_Tapuri_45","Meliosma petalodentata","Sabiaceae","Meliosma","PP_Tapuri_45_Meliosma petalodentata","PP_Tapuri_45","Meliosma petalodentata",2
"PP_Tapuri_45_Myrcia mollis","MDP0615","MDP0615.mzXML","myr2mol","PP_Tapuri_45","Myrcia mollis","Myrtaceae","Myrcia","PP_Tapuri_45_Myrcia mollis","PP_Tapuri_45","Myrcia mollis",2
"PP_Tapuri_45_Ocotea ECQ-72","MDP0621","MDP0621.mzXML","ocoECQ72","PP_Tapuri_45","Ocotea ECQ-72","Lauraceae","Ocotea","PP_Tapuri_45_Ocotea ECQ-72",NA,NA,NA
"PP_Tapuri_45_Daphnopsis MCM-1231","MDP0607","MDP0607.mzXML","dapMCM1231","PP_Tapuri_45","Daphnopsis MCM-1231","Thymelaeaceae","Daphnopsis","PP_Tapuri_45_Daphnopsis MCM-1231",NA,NA,NA
"PP_Tapuri_45_Weinmannia reticulata","MDP0634","MDP0634.mzXML","weiret","PP_Tapuri_45","Weinmannia reticulata","Cunoniaceae","Weinmannia","PP_Tapuri_45_Weinmannia reticulata","PP_Tapuri_45","Weinmannia reticulata",59
"PP_Tapuri_45_Meliosma solomonii","MDP0611","MDP0611.mzXML","melsol","PP_Tapuri_45","Meliosma solomonii","Sabiaceae","Meliosma","PP_Tapuri_45_Meliosma solomonii","PP_Tapuri_45","Meliosma solomonii",1
"PP_Tapuri_45_Siphoneugena AF-19267","MDP0627","MDP0627.mzXML","sip3AF19267","PP_Tapuri_45","Siphoneugena AF-19267","Myrtaceae","Siphoneugena","PP_Tapuri_45_Siphoneugena AF-19267",NA,NA,NA
"PP_Tapuri_45_Ocotea caesifolia","MDP0619","MDP0619.mzXML","ococae","PP_Tapuri_45","Ocotea caesifolia","Lauraceae","Ocotea","PP_Tapuri_45_Ocotea caesifolia","PP_Tapuri_45","Ocotea caesifolia",8
"PP_Tapuri_45_Gordonia fruticosa","MDP0608","MDP0608.mzXML","gorfru","PP_Tapuri_45","Gordonia fruticosa","Theaceae","Gordonia","PP_Tapuri_45_Gordonia fruticosa","PP_Tapuri_45","Gordonia fruticosa",82
"PP_Tapuri_45_Symplocos mapiriensis","MDP0628","MDP0628.mzXML","sym2map","PP_Tapuri_45","Symplocos mapiriensis","Symplocaceae","Symplocos","PP_Tapuri_45_Symplocos mapiriensis","PP_Tapuri_45","Symplocos mapiriensis",2
"PP_Tapuri_45_Alchornea grandiflora","MDP0601","MDP0601.mzXML","alcgra","PP_Tapuri_45","Alchornea grandiflora","Euphorbiaceae","Alchornea","PP_Tapuri_45_Alchornea grandiflora","PP_Tapuri_45","Alchornea grandiflora",36
"PP_Tapuri_45_Podocarpus oleifolius","MDP0624","MDP0624.mzXML","podole","PP_Tapuri_45","Podocarpus oleifolius","Podocarpaceae","Podocarpus","PP_Tapuri_45_Podocarpus oleifolius","PP_Tapuri_45","Podocarpus oleifolius",54
"PP_Tapuri_45_Cavendishia bracteata","MDP0602","MDP0602.mzXML","cav2bra","PP_Tapuri_45","Cavendishia bracteata","Ericaceae","Cavendishia","PP_Tapuri_45_Cavendishia bracteata","PP_Tapuri_45","Cavendishia bracteata",8
"PP_Tapuri_45_Weinmannia davidsonii","MDP0633","MDP0633.mzXML","weidav","PP_Tapuri_45","Weinmannia davidsonii","Cunoniaceae","Weinmannia","PP_Tapuri_45_Weinmannia davidsonii","PP_Tapuri_45","Weinmannia davidsonii",52
"PP_Tapuri_45_Miconia AM-3656","MDP0612","MDP0612.mzXML","mic1AM3656","PP_Tapuri_45","Miconia AM-3656","Melastomataceae","Miconia","PP_Tapuri_45_Miconia AM-3656",NA,NA,NA
"PP_Tapuri_45_Myrsine coriacea","MDP0617","MDP0617.mzXML","myr8cor","PP_Tapuri_45","Myrsine coriacea","Primulaceae","Myrsine","PP_Tapuri_45_Myrsine coriacea","PP_Tapuri_45","Myrsine coriacea",23
"PP_Tapuri_45_Weinmannia balbisiana","MDP0632","MDP0632.mzXML","weibal","PP_Tapuri_45","Weinmannia balbisiana","Cunoniaceae","Weinmannia","PP_Tapuri_45_Weinmannia balbisiana",NA,NA,NA
"PP_Tapuri_45_Hieronyma fendleri","MDP0609","MDP0609.mzXML","hiefen","PP_Tapuri_45","Hieronyma fendleri","Phyllanthaceae","Hieronyma","PP_Tapuri_45_Hieronyma fendleri","PP_Tapuri_45","Hieronyma fendleri",22
"PP_Tapuri_45_Weinmannia AF-19282","MDP0631","MDP0631.mzXML","weiAF19282","PP_Tapuri_45","Weinmannia AF-19282","Cunoniaceae","Weinmannia","PP_Tapuri_45_Weinmannia AF-19282",NA,NA,NA
"PP_Tapuri_45_Clusia sphaerocarpa","MDP0606","MDP0606.mzXML","clusph","PP_Tapuri_45","Clusia sphaerocarpa","Clusiaceae","Clusia","PP_Tapuri_45_Clusia sphaerocarpa","PP_Tapuri_45","Clusia sphaerocarpa",3
"PP_Tapuri_45_Clethra peruviana","MDP0604","MDP0604.mzXML","cle3per","PP_Tapuri_45","Clethra peruviana","Clethraceae","Clethra","PP_Tapuri_45_Clethra peruviana","PP_Tapuri_45","Clethra peruviana",27
"PP_Tapuri_45_Tibouchina bicolor","MDP0630","MDP0630.mzXML","tibbic","PP_Tapuri_45","Tibouchina bicolor","Melastomataceae","Tibouchina","PP_Tapuri_45_Tibouchina bicolor","PP_Tapuri_45","Tibouchina bicolor",1
"PP_Tapuri_45_Alchornea brittonii","MDP0600","MDP0600.mzXML","alcbri","PP_Tapuri_45","Alchornea brittonii","Euphorbiaceae","Alchornea","PP_Tapuri_45_Alchornea brittonii","PP_Tapuri_45","Alchornea brittonii",3
"PP_Tapuri_45_Miconia brittonii","MDP0613","MDP0613.mzXML","mic1bri","PP_Tapuri_45","Miconia brittonii","Melastomataceae","Miconia","PP_Tapuri_45_Miconia brittonii","PP_Tapuri_45","Miconia brittonii",23
"PP_Tapuri_45_Persea AF-15646","MDP0623","MDP0623.mzXML","per6AF15646","PP_Tapuri_45","Persea AF-15646","Lauraceae","Persea","PP_Tapuri_45_Persea AF-15646",NA,NA,NA
"PP_Tapuri_45_Ruagea ovalis","MDP0626","MDP0626.mzXML","ruaova","PP_Tapuri_45","Ruagea ovalis","Meliaceae","Ruagea","PP_Tapuri_45_Ruagea ovalis","PP_Tapuri_45","Ruagea ovalis",4
"PP_Tapuri_45_Myrsine AM-3700","MDP0616","MDP0616.mzXML","myr8AM3700","PP_Tapuri_45","Myrsine AM-3700","Primulaceae","Myrsine","PP_Tapuri_45_Myrsine AM-3700",NA,NA,NA
"PP_Tapuri_45_Cinchona calisaya","MDP0603","MDP0603.mzXML","cin1cal","PP_Tapuri_45","Cinchona calisaya","Rubiaceae","Cinchona","PP_Tapuri_45_Cinchona calisaya","PP_Tapuri_45","Cinchona calisaya",3
"PP_Tapuri_45_Prunus integrifolia","MDP0625","MDP0625.mzXML","pru2int","PP_Tapuri_45","Prunus integrifolia","Rosaceae","Prunus","PP_Tapuri_45_Prunus integrifolia","PP_Tapuri_45","Prunus integrifolia",13
"PP_Tapuri_45_Ocotea comata","MDP0620","MDP0620.mzXML","ococom","PP_Tapuri_45","Ocotea comata","Lauraceae","Ocotea","PP_Tapuri_45_Ocotea comata","PP_Tapuri_45","Ocotea comata",55
"PP_Tapuri_45_Ternstroemia AF-14004","MDP0629","MDP0629.mzXML","ter2AF14004","PP_Tapuri_45","Ternstroemia AF-14004","Pentaphylacaceae","Ternstroemia","PP_Tapuri_45_Ternstroemia AF-14004",NA,NA,NA
"PP_Tapuri_45_Ocotea LC-3806","MDP0622","MDP0622.mzXML","ocoLC3806","PP_Tapuri_45","Ocotea LC-3806","Lauraceae","Ocotea","PP_Tapuri_45_Ocotea LC-3806",NA,NA,NA
"PP_Tapuri_45_Clusia ducu","MDP0605","MDP0605.mzXML","cluduc","PP_Tapuri_45","Clusia ducu","Clusiaceae","Clusia","PP_Tapuri_45_Clusia ducu","PP_Tapuri_45","Clusia ducu",2
"PP_Tapuri_45_Ocotea albida","MDP0618","MDP0618.mzXML","ocoalb1","PP_Tapuri_45","Ocotea albida","Lauraceae","Ocotea","PP_Tapuri_45_Ocotea albida","PP_Tapuri_45","Ocotea albida",1
"PP_Tapuri_45_Mollinedia repanda","MDP0614","MDP0614.mzXML","molrep","PP_Tapuri_45","Mollinedia repanda","Monimiaceae","Mollinedia","PP_Tapuri_45_Mollinedia repanda","PP_Tapuri_45","Mollinedia repanda",3
"PP_Tintay_24_Cordia ucayaliensis","MDP0016","MDP0016.mzXML","cor1uca","PP_Tintay_24","Cordia ucayaliensis","Cordiaceae","Cordia","PP_Tintay_24_Cordia ucayaliensis","PP_Tintay_24","Cordia ucayaliensis",1
"PP_Tintay_24_Casearia arborea","MDP0013","MDP0013.mzXML","casarb","PP_Tintay_24","Casearia arborea","Salicaceae","Casearia","PP_Tintay_24_Casearia arborea","PP_Tintay_24","Casearia arborea",2
"PP_Tintay_24_Byrsonima arthropoda","MDP0010","MDP0010.mzXML","byrart","PP_Tintay_24","Byrsonima arthropoda","Malpighiaceae","Byrsonima","PP_Tintay_24_Byrsonima arthropoda","PP_Tintay_24","Byrsonima arthropoda",1
"PP_Tintay_24_Abarema jupunba","MDP0001","MDP0001.mzXML","abajup","PP_Tintay_24","Abarema jupunba","Fabaceae","Abarema","PP_Tintay_24_Abarema jupunba","PP_Tintay_24","Abarema jupunba",1
"PP_Tintay_24_Mabea macbridei","MDP0044","MDP0044.mzXML","mabmac","PP_Tintay_24","Mabea macbridei","Euphorbiaceae","Mabea","PP_Tintay_24_Mabea macbridei","PP_Tintay_24","Mabea macbridei",3
"PP_Tintay_24_Helicostylis tomentosa","MDP0029","MDP0029.mzXML","hel2tom","PP_Tintay_24","Helicostylis tomentosa","Moraceae","Helicostylis","PP_Tintay_24_Helicostylis tomentosa","PP_Tintay_24","Helicostylis tomentosa",1
"PP_Tintay_24_Inga heterophylla","MDP0038","MDP0038.mzXML","inghet","PP_Tintay_24","Inga heterophylla","Fabaceae","Inga","PP_Tintay_24_Inga heterophylla","PP_Tintay_24","Inga heterophylla",3
"PP_Tintay_24_Coccoloba mollis","MDP0015","MDP0015.mzXML","coc1mol","PP_Tintay_24","Coccoloba mollis","Polygonaceae","Coccoloba","PP_Tintay_24_Coccoloba mollis","PP_Tintay_24","Coccoloba mollis",4
"PP_Tintay_24_Diplotropis peruviana","MDP0021","MDP0021.mzXML","dip4per","PP_Tintay_24","Diplotropis peruviana","Fabaceae","Diplotropis","PP_Tintay_24_Diplotropis peruviana","PP_Tintay_24","Diplotropis peruviana",3
"PP_Tintay_24_Aparisthmium cordatum","MDP0006","MDP0006.mzXML","apacor","PP_Tintay_24","Aparisthmium cordatum","Euphorbiaceae","Aparisthmium","PP_Tintay_24_Aparisthmium cordatum","PP_Tintay_24","Aparisthmium cordatum",2
"PP_Tintay_24_Bathysa australis","MDP0007","MDP0007.mzXML","bat1aus","PP_Tintay_24","Bathysa australis","Rubiaceae","Bathysa","PP_Tintay_24_Bathysa australis","PP_Tintay_24","Bathysa australis",1
"PP_Tintay_24_Endlicheria canescens","MDP0024","MDP0024.mzXML","endcan","PP_Tintay_24","Endlicheria canescens","Lauraceae","Endlicheria","PP_Tintay_24_Endlicheria canescens","PP_Tintay_24","Endlicheria canescens",6
"PP_Tintay_24_Inga LC-4134B","MDP0039","MDP0039.mzXML","ingLC4134B","PP_Tintay_24","Inga LC-4134B","Fabaceae","Inga","PP_Tintay_24_Inga LC-4134B",NA,NA,NA
"PP_Tintay_24_Beilschmiedia tovarensis","MDP0008","MDP0008.mzXML","beitov","PP_Tintay_24","Beilschmiedia tovarensis","Lauraceae","Beilschmiedia","PP_Tintay_24_Beilschmiedia tovarensis","PP_Tintay_24","Beilschmiedia tovarensis",8
"PP_Tintay_24_Dendropanax inaequalipedunculatus","MDP0019","MDP0019.mzXML","den2ina","PP_Tintay_24","Dendropanax inaequalipedunculatus","Araliaceae","Dendropanax","PP_Tintay_24_Dendropanax inaequalipedunculatus","PP_Tintay_24","Dendropanax inaequalipedunculatus",17
"PP_Tintay_24_Alchornea glandulosa","MDP0002","MDP0002.mzXML","alcgla","PP_Tintay_24","Alchornea glandulosa","Euphorbiaceae","Alchornea","PP_Tintay_24_Alchornea glandulosa","PP_Tintay_24","Alchornea glandulosa",28
"PP_Tintay_24_Blakea multiflora","MDP0009","MDP0009.mzXML","blamul","PP_Tintay_24","Blakea multiflora","Melastomataceae","Blakea","PP_Tintay_24_Blakea multiflora","PP_Tintay_24","Blakea multiflora",11
"PP_Tintay_24_Alchornea triplinervia","MDP0003","MDP0003.mzXML","alctri","PP_Tintay_24","Alchornea triplinervia","Euphorbiaceae","Alchornea","PP_Tintay_24_Alchornea triplinervia","PP_Tintay_24","Alchornea triplinervia",4
"PP_Tintay_24_Eugenia lambertiana","MDP0026","MDP0026.mzXML","euglam","PP_Tintay_24","Eugenia lambertiana","Myrtaceae","Eugenia","PP_Tintay_24_Eugenia lambertiana","PP_Tintay_24","Eugenia lambertiana",1
"PP_Tintay_24_Croizatia NCH-25","MDP0017","MDP0017.mzXML","cro1NCH25","PP_Tintay_24","Croizatia NCH-25","Phyllanthaceae","Croizatia","PP_Tintay_24_Croizatia NCH-25",NA,NA,NA
"PP_Tintay_24_Inga MCM-169","MDP0040","MDP0040.mzXML","ingMCM169","PP_Tintay_24","Inga MCM-169","Fabaceae","Inga","PP_Tintay_24_Inga MCM-169",NA,NA,NA
"PP_Tintay_24_Didymopanax AF-17370","MDP0020","MDP0020.mzXML","didAF17370","PP_Tintay_24","Didymopanax AF-17370","Araliaceae","Didymopanax","PP_Tintay_24_Didymopanax AF-17370",NA,NA,NA
"PP_Tintay_24_Inga alba","MDP0036","MDP0036.mzXML","ingalb","PP_Tintay_24","Inga alba","Fabaceae","Inga","PP_Tintay_24_Inga alba","PP_Tintay_24","Inga alba",13
"PP_Tintay_24_Helicostylis tovarensis","MDP0030","MDP0030.mzXML","hel2tov","PP_Tintay_24","Helicostylis tovarensis","Moraceae","Helicostylis","PP_Tintay_24_Helicostylis tovarensis","PP_Tintay_24","Helicostylis tovarensis",16
"PP_Tintay_24_Elaeagia mariae","MDP0022","MDP0022.mzXML","elamar","PP_Tintay_24","Elaeagia mariae","Rubiaceae","Elaeagia","PP_Tintay_24_Elaeagia mariae","PP_Tintay_24","Elaeagia mariae",7
"PP_Tintay_24_Calyptranthes longifolia","MDP0011","MDP0011.mzXML","cal7lon","PP_Tintay_24","Calyptranthes longifolia","Myrtaceae","Calyptranthes","PP_Tintay_24_Calyptranthes longifolia","PP_Tintay_24","Calyptranthes longifolia",6
"PP_Tintay_24_Ladenbergia oblongifolia","MDP0042","MDP0042.mzXML","ladobl","PP_Tintay_24","Ladenbergia oblongifolia","Rubiaceae","Ladenbergia","PP_Tintay_24_Ladenbergia oblongifolia","PP_Tintay_24","Ladenbergia oblongifolia",1
"PP_Tintay_24_Hirtella triandra","MDP0032","MDP0032.mzXML","hir2tri","PP_Tintay_24","Hirtella triandra","Chrysobalanaceae","Hirtella","PP_Tintay_24_Hirtella triandra","PP_Tintay_24","Hirtella triandra",4
"PP_Tintay_24_Chaetocarpus myrsinites","MDP0014","MDP0014.mzXML","cha1myr","PP_Tintay_24","Chaetocarpus myrsinites","Peraceae","Chaetocarpus","PP_Tintay_24_Chaetocarpus myrsinites","PP_Tintay_24","Chaetocarpus myrsinites",4
"PP_Tintay_24_Hieronyma GAT-658","MDP0031","MDP0031.mzXML","hieGAT658","PP_Tintay_24","Hieronyma GAT-658","Phyllanthaceae","Hieronyma","PP_Tintay_24_Hieronyma GAT-658",NA,NA,NA
"PP_Tintay_24_Licania boliviensis","MDP0043","MDP0043.mzXML","lic1bol","PP_Tintay_24","Licania boliviensis","Chrysobalanaceae","Licania","PP_Tintay_24_Licania boliviensis","PP_Tintay_24","Licania boliviensis",8
"PP_Tintay_24_Inga edulis","MDP0037","MDP0037.mzXML","ingedu","PP_Tintay_24","Inga edulis","Fabaceae","Inga","PP_Tintay_24_Inga edulis","PP_Tintay_24","Inga edulis",6
"PP_Tintay_24_Eugenia florida","MDP0025","MDP0025.mzXML","eugflo","PP_Tintay_24","Eugenia florida","Myrtaceae","Eugenia","PP_Tintay_24_Eugenia florida","PP_Tintay_24","Eugenia florida",12
"PP_Tintay_24_Guatteria punctata","MDP0028","MDP0028.mzXML","gua4pun","PP_Tintay_24","Guatteria punctata","Annonaceae","Guatteria","PP_Tintay_24_Guatteria punctata","PP_Tintay_24","Guatteria punctata",7
"PP_Tintay_24_Inga striata","MDP0041","MDP0041.mzXML","ingstr1","PP_Tintay_24","Inga striata","Fabaceae","Inga","PP_Tintay_24_Inga striata","PP_Tintay_24","Inga striata",1
"PP_Tintay_24_Croton rusbyi","MDP0018","MDP0018.mzXML","cro2rus","PP_Tintay_24","Croton rusbyi","Euphorbiaceae","Croton","PP_Tintay_24_Croton rusbyi","PP_Tintay_24","Croton rusbyi",2
"PP_Tintay_24_Endlicheria aurea","MDP0023","MDP0023.mzXML","endaur","PP_Tintay_24","Endlicheria aurea","Lauraceae","Endlicheria","PP_Tintay_24_Endlicheria aurea","PP_Tintay_24","Endlicheria aurea",2
"PP_Tintay_24_Caryocar dentatum","MDP0012","MDP0012.mzXML","car5den","PP_Tintay_24","Caryocar dentatum","Caryocaraceae","Caryocar","PP_Tintay_24_Caryocar dentatum","PP_Tintay_24","Caryocar dentatum",1
"PP_Tintay_24_Gordonia fruticosa","MDP0027","MDP0027.mzXML","gorfru","PP_Tintay_24","Gordonia fruticosa","Theaceae","Gordonia","PP_Tintay_24_Gordonia fruticosa","PP_Tintay_24","Gordonia fruticosa",9
"PP_Tintay_24_Aniba muca","MDP0004","MDP0004.mzXML","animuc","PP_Tintay_24","Aniba muca","Lauraceae","Aniba","PP_Tintay_24_Aniba muca","PP_Tintay_24","Aniba muca",6
"PP_Tintay_24_Annona RSS-85","MDP0005","MDP0005.mzXML","annRSS85","PP_Tintay_24","Annona RSS-85","Annonaceae","Annona","PP_Tintay_24_Annona RSS-85",NA,NA,NA
"PP_Tintay_24_Ilex amplifolia","MDP0034","MDP0034.mzXML","ileamp","PP_Tintay_24","Ilex amplifolia","Aquifoliaceae","Ilex","PP_Tintay_24_Ilex amplifolia","PP_Tintay_24","Ilex amplifolia",1
"PP_Tintay_24_Ilex petiolaris","MDP0035","MDP0035.mzXML","ilepet","PP_Tintay_24","Ilex petiolaris","Aquifoliaceae","Ilex","PP_Tintay_24_Ilex petiolaris","PP_Tintay_24","Ilex petiolaris",8
"PP_Tintay_24_Ilex aggregata","MDP0033","MDP0033.mzXML","ileagg","PP_Tintay_24","Ilex aggregata","Aquifoliaceae","Ilex","PP_Tintay_24_Ilex aggregata","PP_Tintay_24","Ilex aggregata",0
"PP_Tintay_24_Miconia punctata","MDP0048","MDP0048.mzXML","mic1pun","PP_Tintay_24","Miconia punctata","Melastomataceae","Miconia","PP_Tintay_24_Miconia punctata","PP_Tintay_24","Miconia punctata",2
"PP_Tintay_24_Myrcia sintenisii","MDP0052","MDP0052.mzXML","myr2sin","PP_Tintay_24","Myrcia sintenisii","Myrtaceae","Myrcia","PP_Tintay_24_Myrcia sintenisii","PP_Tintay_24","Myrcia sintenisii",1
"PP_Tintay_24_Palicourea tinctoria","MDP0061","MDP0061.mzXML","paltin","PP_Tintay_24","Palicourea tinctoria","Rubiaceae","Palicourea","PP_Tintay_24_Palicourea tinctoria","PP_Tintay_24","Palicourea tinctoria",1
"PP_Tintay_24_Pouteria bilocularis","MDP0070","MDP0070.mzXML","pou3bil","PP_Tintay_24","Pouteria bilocularis","Sapotaceae","Pouteria","PP_Tintay_24_Pouteria bilocularis","PP_Tintay_24","Pouteria bilocularis",1
"PP_Tintay_24_Schizocalyx obovatus","MDP0079","MDP0079.mzXML","sch4obo","PP_Tintay_24","Schizocalyx obovatus","Rubiaceae","Schizocalyx","PP_Tintay_24_Schizocalyx obovatus","PP_Tintay_24","Schizocalyx obovatus",9
"PP_Tintay_24_Myrcia fallax","MDP0051","MDP0051.mzXML","myr2fal","PP_Tintay_24","Myrcia fallax","Myrtaceae","Myrcia","PP_Tintay_24_Myrcia fallax","PP_Tintay_24","Myrcia fallax",22
"PP_Tintay_24_Meriania AF-16998","MDP0045","MDP0045.mzXML","mer1AF16998","PP_Tintay_24","Meriania AF-16998","Melastomataceae","Meriania","PP_Tintay_24_Meriania AF-16998",NA,NA,NA
"PP_Tintay_24_Miconia splendens","MDP0049","MDP0049.mzXML","mic1spl","PP_Tintay_24","Miconia splendens","Melastomataceae","Miconia","PP_Tintay_24_Miconia splendens","PP_Tintay_24","Miconia splendens",1
"PP_Tintay_24_Miconia multispicata","MDP0047","MDP0047.mzXML","mic1mul","PP_Tintay_24","Miconia multispicata","Melastomataceae","Miconia","PP_Tintay_24_Miconia multispicata","PP_Tintay_24","Miconia multispicata",8
"PP_Tintay_24_Rhodostemonodaphne kunthiana","MDP0076","MDP0076.mzXML","rhokun","PP_Tintay_24","Rhodostemonodaphne kunthiana","Lauraceae","Rhodostemonodaphne","PP_Tintay_24_Rhodostemonodaphne kunthiana","PP_Tintay_24","Rhodostemonodaphne kunthiana",1
"PP_Tintay_24_Perebea guianensis","MDP0062","MDP0062.mzXML","per2gui","PP_Tintay_24","Perebea guianensis","Moraceae","Perebea","PP_Tintay_24_Perebea guianensis","PP_Tintay_24","Perebea guianensis",6
"PP_Tintay_24_Pouteria caimito","MDP0071","MDP0071.mzXML","pou3cai","PP_Tintay_24","Pouteria caimito","Sapotaceae","Pouteria","PP_Tintay_24_Pouteria caimito","PP_Tintay_24","Pouteria caimito",14
"PP_Tintay_24_Neea LC-2607","MDP0056","MDP0056.mzXML","neeLC2607","PP_Tintay_24","Neea LC-2607","Nyctaginaceae","Neea","PP_Tintay_24_Neea LC-2607",NA,NA,NA
"PP_Tintay_24_Pouteria cuspidata","MDP0072","MDP0072.mzXML","pou3cus","PP_Tintay_24","Pouteria cuspidata","Sapotaceae","Pouteria","PP_Tintay_24_Pouteria cuspidata","PP_Tintay_24","Pouteria cuspidata",5
"PP_Tintay_24_Virola AEC-312","MDP0085","MDP0085.mzXML","virAEC312","PP_Tintay_24","Virola AEC-312","Myristicaceae","Virola","PP_Tintay_24_Virola AEC-312",NA,NA,NA
"PP_Tintay_24_Ocotea oblonga","MDP0059","MDP0059.mzXML","ocoobl","PP_Tintay_24","Ocotea oblonga","Lauraceae","Ocotea","PP_Tintay_24_Ocotea oblonga","PP_Tintay_24","Ocotea oblonga",2
"PP_Tintay_24_Schefflera vinosa","MDP0078","MDP0078.mzXML","sch2vin","PP_Tintay_24","Schefflera vinosa","Araliaceae","Schefflera","PP_Tintay_24_Schefflera vinosa",NA,NA,NA
"PP_Tintay_24_Quiina florida","MDP0075","MDP0075.mzXML","quiflo","PP_Tintay_24","Quiina florida","Ochnaceae","Quiina","PP_Tintay_24_Quiina florida","PP_Tintay_24","Quiina florida",1
"PP_Tintay_24_Pourouma bicolor","MDP0068","MDP0068.mzXML","pou2bic","PP_Tintay_24","Pourouma bicolor","Urticaceae","Pourouma","PP_Tintay_24_Pourouma bicolor","PP_Tintay_24","Pourouma bicolor",7
"PP_Tintay_24_Pourouma minor","MDP0069","MDP0069.mzXML","pou2min","PP_Tintay_24","Pourouma minor","Urticaceae","Pourouma","PP_Tintay_24_Pourouma minor","PP_Tintay_24","Pourouma minor",13
"PP_Tintay_24_Miconia elongata","MDP0046","MDP0046.mzXML","mic1elo","PP_Tintay_24","Miconia elongata","Melastomataceae","Miconia","PP_Tintay_24_Miconia elongata","PP_Tintay_24","Miconia elongata",3
"PP_Tintay_24_Rhodostemonodaphne longiflora","MDP0077","MDP0077.mzXML","rholon","PP_Tintay_24","Rhodostemonodaphne longiflora","Lauraceae","Rhodostemonodaphne","PP_Tintay_24_Rhodostemonodaphne longiflora","PP_Tintay_24","Rhodostemonodaphne longiflora",2
"PP_Tintay_24_Weinmannia lechleriana","MDP0087","MDP0087.mzXML","weilec","PP_Tintay_24","Weinmannia lechleriana","Cunoniaceae","Weinmannia","PP_Tintay_24_Weinmannia lechleriana","PP_Tintay_24","Weinmannia lechleriana",4
"PP_Tintay_24_Ocotea LC-6779","MDP0058","MDP0058.mzXML","ocoLC6779","PP_Tintay_24","Ocotea LC-6779","Lauraceae","Ocotea","PP_Tintay_24_Ocotea LC-6779",NA,NA,NA
"PP_Tintay_24_Pleurothyrium trianae","MDP0067","MDP0067.mzXML","ple3tri","PP_Tintay_24","Pleurothyrium trianae","Lauraceae","Pleurothyrium","PP_Tintay_24_Pleurothyrium trianae","PP_Tintay_24","Pleurothyrium trianae",8
"PP_Tintay_24_Mollinedia ovata","MDP0050","MDP0050.mzXML","molova","PP_Tintay_24","Mollinedia ovata","Monimiaceae","Mollinedia","PP_Tintay_24_Mollinedia ovata","PP_Tintay_24","Mollinedia ovata",6
"PP_Tintay_24_Tapirira guianensis","MDP0084","MDP0084.mzXML","tap1gui","PP_Tintay_24","Tapirira guianensis","Anacardiaceae","Tapirira","PP_Tintay_24_Tapirira guianensis","PP_Tintay_24","Tapirira guianensis",5
"PP_Tintay_24_Nectandra JCS-9565","MDP0054","MDP0054.mzXML","necJCS9565","PP_Tintay_24","Nectandra JCS-9565","Lauraceae","Nectandra","PP_Tintay_24_Nectandra JCS-9565",NA,NA,NA
"PP_Tintay_24_Sloanea pubescens","MDP0083","MDP0083.mzXML","slopub","PP_Tintay_24","Sloanea pubescens","Elaeocarpaceae","Sloanea","PP_Tintay_24_Sloanea pubescens","PP_Tintay_24","Sloanea pubescens",2
